,영화 제목,review,rating,date,from_release,word2vec
222,히트맨2,이이경만 나오면 웃겨요 ㅠㅠ,10,2025.01.22. 17:58,18,"[ 1.8855440e-03  1.8468398e-03 -4.1296622e-03 -3.7063537e-03
  2.9811682e-03  3.8313763e-03  6.7779480e-04  1.1899488e-03
 -1.2207868e-03 -2.9346370e-03 -1.1616636e-03 -1.8214849e-03
  1.8424803e-03 -2.1164857e-03 -2.8707141e-03  8.5604354e-04
  4.3933466e-03  4.4579816e-04 -3.5312166e-03 -2.4887617e-04
 -3.3355001e-03  2.1625606e-03 -1.2942275e-04 -1.9336187e-03
  1.0592180e-03  2.3723366e-03 -5.8501321e-03 -3.5382400e-06
 -4.4119935e-03  4.6583824e-04 -2.9770902e-03  6.1521875e-03
 -6.3498318e-03 -1.5593660e-03  3.8272601e-03  3.1616229e-03
  2.1447770e-03 -2.9330775e-03  1.1572281e-03  4.2271591e-04
 -1.1875264e-03 -1.2614671e-04  3.7012273e-04 -8.6698413e-04
 -2.2931036e-04 -3.8063922e-03 -3.6257543e-03  1.7748715e-03
 -2.4567666e-03  1.0459805e-03  3.2196336e-03 -1.5387715e-04
 -5.7753380e-03  5.3564250e-04  1.1584617e-04 -2.7989419e-03
 -3.2386463e-03 -1.7292465e-03 -1.9714476e-03 -9.3253085e-04
  4.0375413e-03 -3.5746917e-03  5.5645751e-03  8.1630396e-03
  2.0369650e-03  4.3920139e-03  3.4514233e-03 -3.3551450e-03
 -3.0806332e-03  2.7253276e-03  6.0216559e-04  1.0833349e-03
 -4.7626565e-03 -3.9662020e-03 -1.9688669e-03 -4.2229053e-03
 -3.7363362e-03  4.6685901e-03 -6.0234510e-04  6.8395808e-03
 -2.0979247e-03  3.5308201e-03 -3.8854810e-03  8.2839583e-04
 -2.6682157e-03  3.8531111e-03  2.6414082e-03  7.0150932e-03
  8.9379930e-04  3.8030674e-04 -3.7416210e-04 -4.7786144e-04
  7.2210948e-03  5.4620868e-03 -7.2407979e-04 -2.4825751e-03
 -3.2718584e-04 -9.7166479e-04 -4.4802474e-03 -1.3118017e-03]"
226,히트맨2,ㅋㅋㅋㅋ진짜 생각없이 웃었습니다 재밌어요~,10,2025.01.23. 08:15,32,"[-1.4766215e-03  1.4162167e-03  3.4978855e-03 -1.4990100e-03
  9.9392456e-04 -5.1734927e-03  1.1034495e-03  3.5541230e-03
 -3.5504816e-04 -4.8363642e-03  1.2686627e-03 -5.2432641e-03
 -4.2826100e-03  1.4014201e-03  2.1365199e-03  3.0450645e-04
  1.4038450e-03 -2.5325061e-03 -2.5960218e-04  5.2975834e-04
  1.7597853e-03  3.0867010e-04  1.4339434e-03 -2.7455606e-03
  9.4023457e-04 -1.8431045e-04 -4.2257478e-04  5.8930379e-04
  1.0642861e-03  1.7156412e-03  6.6846015e-04 -6.7922659e-04
 -1.6080400e-03 -4.3010041e-03 -1.8259109e-03  1.2261955e-03
  2.6237178e-03 -3.5898294e-04  1.5944444e-03 -6.7406631e-04
  1.1397904e-03 -4.9134106e-03  4.7612880e-04  2.8400540e-03
  5.1259324e-03  2.9865452e-03 -1.6867660e-03  6.7107001e-04
 -2.7353622e-04  2.4737215e-03  4.7730729e-03 -1.4826006e-03
  3.1858569e-03 -4.7061923e-03 -1.3194963e-03  2.4401636e-03
 -8.2550658e-04 -2.3141995e-04 -2.1384212e-03  1.2625019e-04
 -3.6234951e-03  2.2062669e-04 -3.9349016e-04 -1.6895367e-03
  3.8100833e-03  3.7762641e-03  2.5478699e-03  1.6231040e-03
  4.7189649e-04  2.3059770e-03 -1.9798900e-03 -1.2108451e-03
  1.5379963e-03 -1.3158423e-03  3.3772499e-03  1.0029996e-03
 -2.5308071e-04 -1.5555326e-03  3.9573316e-03  1.0250310e-03
 -2.9877806e-04 -1.7987676e-03 -1.8880740e-03 -2.5397555e-03
  2.3699023e-03  1.3187213e-03 -1.1618129e-04 -2.6271860e-03
  2.1530944e-03  3.4355209e-03  4.4742259e-03 -7.0646557e-04
 -7.5051561e-04 -4.2109084e-03  2.9199359e-03  2.5916458e-04
 -8.0968073e-04 -1.6157388e-03 -5.9558744e-05 -1.0157966e-03]"
227,히트맨2,유치하긴하지만 재밌어요,8,2025.01.22. 12:20,12,"[-0.00356926  0.00653974 -0.00145989 -0.00141164  0.00355728 -0.00543162
 -0.00019939  0.0042997  -0.00466829 -0.0074607   0.00377319 -0.0071317
 -0.00428655  0.00305738  0.00122604 -0.00135886  0.00250678  0.0019042
  0.00221155 -0.00623175 -0.00106338 -0.00270978  0.00625827 -0.00826742
  0.00028756 -0.00220758 -0.00022718 -0.00271103 -0.00312611  0.00372136
  0.00670291 -0.00655442  0.00469153 -0.00437516  0.00156158 -0.00206311
 -0.00039045  0.00398962  0.00623035  0.0044647   0.00729828 -0.00794209
 -0.00594577 -0.00162819 -0.0013826   0.0057787   0.00301694 -0.00501999
  0.00302287  0.0042764   0.0009673  -0.00371938 -0.00207732  0.00589123
  0.00120984  0.00552249  0.00426877 -0.00136749  0.00308199  0.00323137
 -0.00021417  0.00363624 -0.00616906 -0.0032263   0.00201322  0.00223393
  0.00898809 -0.00449883 -0.00100158  0.00646092 -0.00435    -0.00741348
  0.00425607  0.00597632 -0.00217782 -0.00540487 -0.00710201 -0.00063458
 -0.00049149  0.00297168 -0.00451635  0.00259218 -0.00026688  0.00159114
 -0.00048921 -0.00512796 -0.00359279 -0.00418348  0.00601963 -0.00079813
 -0.00075207 -0.00355652 -0.00384902 -0.00178662 -0.00483159  0.00359897
  0.00377449 -0.00225931 -0.00952475  0.00502649]"
228,히트맨2,믿고 보는 출연진들로 오랜만에 가볍고 즐겁게 볼 수 있는 영화입니다! 후속도 기다리게 되네요ㅋㅋㅋ,10,2025.01.22. 14:08,14,"[-2.01687543e-03  6.16975012e-04  2.45249807e-03  6.23075641e-04
 -1.56746653e-03 -3.55621288e-03  1.41567504e-03  1.50286302e-03
 -2.01925472e-03 -5.65191032e-04  1.06651813e-03 -1.52871769e-03
  1.98977394e-03 -2.94780708e-04  4.36633069e-04 -8.39024084e-04
  1.21617934e-03 -2.20089895e-03  1.39261116e-04 -4.45444696e-03
 -1.33381609e-03  3.08595103e-04  1.91691809e-03 -1.55368296e-03
 -9.55119671e-04 -3.78280907e-04 -5.95384510e-04 -1.08479871e-03
  2.28597142e-04  5.35121886e-04  1.37942994e-03 -2.20141606e-04
  2.62600370e-03  6.40795275e-04 -8.16605752e-04  2.92866444e-03
 -1.86206144e-03 -2.09026877e-03 -2.27986393e-03 -3.99206253e-03
  6.53130875e-04 -1.03256805e-03 -3.12590296e-03  2.10087420e-03
  2.95407721e-04 -7.78700924e-04 -1.55559066e-03 -2.22347677e-03
  1.11111160e-03  4.90991690e-04 -8.85799527e-04  6.34826021e-04
 -1.52025477e-03 -3.85284977e-04  3.07756593e-04  3.34121723e-04
  2.60184682e-03 -1.33545266e-03 -2.08001607e-03  8.75283789e-04
 -1.04953686e-03 -1.30408141e-03  1.42637908e-03 -2.42567898e-04
 -4.95859934e-03  1.92805193e-03  3.94236034e-04  2.29586312e-03
 -3.11349193e-03  1.66766380e-03  8.31475714e-04  6.27003028e-04
  2.78809317e-03  1.97099568e-03  9.00874264e-04  1.85831741e-03
  1.36308337e-03 -1.11680734e-03 -2.17697863e-03  2.83522205e-03
 -5.71407472e-05  6.35893375e-04  6.87069696e-05  3.22557776e-03
 -2.06558476e-03 -2.79341184e-04 -3.02331784e-04  2.24250997e-03
  3.24314367e-03  2.28859624e-03  3.46784643e-03  1.46915403e-03
 -4.86278906e-04  4.63207252e-04  2.33713537e-03  2.48626410e-03
 -1.30561475e-05  1.76292332e-03  7.52105960e-04 -2.17154971e-03]"
229,히트맨2,스포일러가 포함된 감상평입니다. 감상평보기,10,2025.01.22. 19:28,19,"[-1.8576478e-03 -4.3511136e-05  1.7706699e-03 -1.1408555e-04
  2.1513959e-03 -1.1159065e-03  1.5446402e-03  4.8944517e-03
 -1.5483353e-04 -1.6600591e-03 -2.0170922e-03 -7.5246771e-03
 -2.7579805e-03  1.3680230e-03  3.1907985e-03  1.5139009e-03
 -2.6082878e-03 -2.0418612e-03  2.7201984e-05 -5.2630827e-03
  5.4926169e-04  4.1836998e-03  2.0792461e-03  2.5176194e-03
 -2.3016063e-03 -3.7835259e-04  4.1260698e-04  1.0493515e-03
 -1.2234324e-03 -2.1932221e-03  3.3262519e-03 -2.0133478e-03
  2.3954632e-03 -1.7157703e-03 -1.2336917e-03  2.9219429e-03
  4.6835858e-03 -3.2171758e-03 -2.1862625e-03 -1.4557999e-03
  1.0021386e-03 -2.4922842e-03 -1.4265855e-03  2.5991495e-03
  3.5341396e-03  3.9229584e-03 -2.5024631e-03 -3.5958416e-03
  1.6175541e-04  7.1206130e-04 -2.4776149e-03 -1.0405912e-03
 -1.0978708e-03  1.1708837e-03  1.2958787e-03  5.7553133e-04
  1.7637428e-03  1.5853564e-03  1.8799924e-03  4.2965482e-03
 -9.1775997e-05  2.3355915e-03  4.9281609e-04  5.1123177e-04
 -4.0680822e-03  6.1234881e-05  9.5571222e-04  6.8204058e-03
  2.1959909e-03  3.1707243e-03  1.6723898e-03 -7.0462498e-04
  1.6084104e-03  1.1777561e-03  2.3275847e-03 -2.6412134e-03
 -1.5272655e-03 -2.3428351e-03 -1.8537055e-03 -1.8645297e-03
 -1.9165651e-03  1.2835679e-03 -5.9491111e-04  2.9300950e-03
 -1.3171620e-04  6.0712998e-03 -1.0713447e-03  1.5547063e-03
  2.1602211e-03 -3.4399016e-03  1.6182807e-03 -2.4313708e-03
  5.7547394e-04  1.0444785e-03  3.6495493e-03  3.0478134e-03
 -3.1932743e-04 -3.5367943e-03  1.3677366e-03 -2.8362281e-03]"
230,히트맨2,킬링타임으로 너무 좋고 유쾌하다!!,10,2025.01.22. 19:03,19,"[-3.7689928e-03 -1.7421196e-03  1.9894222e-04  3.6468583e-03
 -2.9047576e-04 -2.3464684e-03 -7.8581128e-04  2.1406829e-03
 -1.3790323e-03 -8.8725775e-04 -2.1600218e-03 -5.4556597e-03
 -1.8302134e-03  2.4639014e-03  2.9098397e-04 -1.2968505e-03
 -9.8019454e-04  3.3945558e-04 -1.0965213e-03 -2.7668213e-03
  2.2455126e-03  2.6159370e-03 -2.7522363e-03 -1.5725374e-03
  6.8954960e-04 -7.7617512e-04 -2.5856814e-03 -9.0728450e-04
 -2.2648806e-03  2.0884557e-03  4.4911381e-04  2.8121464e-03
 -1.6274963e-03 -2.1704768e-03 -3.8184095e-03  1.5051808e-03
 -2.1606288e-03  1.0805217e-03  5.7460420e-04 -3.7579688e-03
  1.7751893e-03  2.6370157e-03  5.2994950e-04 -2.5700331e-03
 -1.3169859e-03 -1.6987954e-03 -3.1730870e-03 -1.6469659e-03
  6.0218894e-03  1.9058472e-03  1.1500346e-03 -2.8276161e-04
  5.8809128e-03 -3.0575984e-03 -2.4515805e-03  2.7399731e-03
 -2.0765048e-03  1.0872715e-03 -9.1926294e-04  1.8809208e-03
  3.6422952e-04  2.1104713e-03  3.2936374e-04 -2.8212804e-03
 -3.6971811e-03 -7.9899764e-04 -4.5549455e-03  2.8827321e-03
  7.2119139e-05  6.1810360e-04  1.7936584e-03 -1.6007147e-03
 -3.1521979e-03 -2.7688264e-03  5.4287730e-04 -1.5080292e-03
  3.7758949e-03  2.4538608e-03 -6.1758874e-05 -1.8542603e-03
 -3.6984356e-03 -1.6447343e-03 -1.8370134e-03  1.0129941e-03
 -2.5335953e-03 -1.8960004e-03  1.9795117e-03  1.3694079e-03
  6.2174690e-03 -1.6661430e-03  8.2832575e-04 -9.6582016e-04
 -3.1818829e-03  2.9930547e-03  3.8289218e-04  1.9447206e-03
 -3.8454749e-04 -1.2754576e-03  2.1572495e-03  2.4546392e-03]"
231,히트맨2,엄청 재미있어요 흥행하면 좋겠어요,10,2025.01.22. 17:58,18,"[ 5.2328603e-03  1.8131923e-03  4.1433228e-03  2.9732363e-04
 -5.5260130e-04 -2.1522210e-03  6.9328360e-03 -9.1143436e-04
 -1.3016295e-04  1.9840547e-03  1.0082916e-03 -4.7799028e-03
  2.0322492e-04  6.2706729e-04 -2.8433211e-03 -5.4708112e-04
  2.9579934e-03 -2.0091529e-03  1.3867812e-04 -5.3774277e-03
  2.2080564e-03  8.8288495e-04  2.0550550e-03  1.8184658e-03
 -1.0403076e-03  2.5190655e-03 -1.5457545e-03  5.6888163e-04
 -1.4181631e-03 -1.2386225e-03  2.8452426e-03  1.3580505e-03
  1.2189118e-03 -2.6223804e-03 -4.1419393e-03 -3.4462926e-03
 -3.1627482e-04 -6.8291865e-04 -3.6873817e-03 -1.3897161e-03
  2.3544072e-03 -3.1829071e-03  1.5722649e-04 -1.0290272e-03
  1.4984123e-04 -1.2670225e-03 -1.7990146e-03 -2.0334539e-03
  2.4739045e-03 -5.4426654e-04 -5.1307320e-03 -4.6756407e-03
  2.9696994e-03  2.9156357e-05 -5.4848790e-03  3.8952456e-04
  1.0982619e-03 -8.7045413e-04 -6.2453267e-03 -1.5999653e-03
  6.3971966e-03 -2.1110349e-03  4.8388266e-03  3.2579862e-03
 -2.3082772e-03  3.4538365e-03 -6.4954134e-03  5.4215821e-03
 -3.4119536e-03 -5.4195970e-03 -9.7665377e-04  3.4392257e-03
  9.1167755e-04  1.1611265e-03  4.2657927e-03 -5.2770640e-04
  8.1440888e-04  4.1747061e-03 -8.5875578e-04 -7.7939365e-04
  6.6614774e-04 -4.0832479e-03 -6.7663020e-03  3.3582333e-03
 -1.5394570e-03 -1.0978070e-03  2.0003021e-03  1.1229888e-06
  4.4199745e-03  1.9735629e-04 -1.9434483e-03 -1.6618669e-03
 -2.3199571e-03  7.6047401e-04  3.8853157e-03  2.7502691e-03
  6.1372120e-04 -3.1045838e-03 -1.5872139e-03  6.8422937e-04]"
232,히트맨2,재밌게 잘 봤습니다ㅎㅎ,5,2025.01.22. 17:07,17,"[-3.9284169e-03  4.3986524e-03 -1.1571500e-03  6.6153351e-03
  3.6858250e-03 -2.5125248e-03  1.3718955e-03  7.3954179e-03
 -4.6231397e-03 -2.7089892e-03  8.4051979e-04 -4.4378117e-03
 -3.0516023e-03  4.0445039e-03  2.4972362e-03 -1.9962592e-03
  4.3315128e-03  4.0997239e-04 -3.9106794e-03 -4.2904075e-03
 -9.9564379e-04 -1.2407647e-03  5.8890842e-03 -4.6856678e-03
  2.0972313e-03 -4.1043106e-03 -6.0913176e-03 -1.6044355e-03
 -5.1988037e-03  2.2041192e-04  2.1372179e-03 -3.0462707e-03
  2.5236851e-04 -5.8652777e-03 -9.3473197e-04 -4.0889191e-04
  4.5939316e-03 -1.3025923e-03  4.8849257e-03 -1.6272976e-03
 -1.9751606e-03  9.2576584e-04 -4.7621690e-03 -2.1692575e-04
  9.0138131e-04  4.0418776e-03 -2.5170350e-03  3.1853393e-03
  4.4813585e-03  3.6228755e-03  2.9977523e-03 -4.1395887e-03
  9.8476233e-04  3.0363665e-04  1.2815596e-03  1.6906303e-03
  4.6486282e-03  2.9528667e-03 -6.3820281e-03  5.5064992e-03
 -3.1706910e-03  3.3314931e-03 -4.2074593e-03 -1.4136783e-03
  3.2943767e-03  3.0951685e-04 -2.5971544e-03  7.7774550e-04
  3.9877801e-04  6.2443665e-05  1.8577406e-04  3.9102527e-04
  5.6710225e-03 -1.1196103e-03  3.2112154e-04 -4.5091561e-03
 -1.5475320e-03 -1.8822103e-03  1.3956474e-03 -5.2524768e-03
 -4.0441928e-03 -6.8394176e-04 -5.2310462e-04  5.1363953e-04
 -3.1024399e-03  1.4712694e-03  3.4380418e-03 -2.2440748e-03
  3.8313111e-03  3.6922018e-03  6.0154344e-03  2.7203294e-03
  1.2163108e-03  1.6166248e-03  4.9829260e-03  3.6564874e-03
 -2.3755829e-03  5.7233486e-04 -2.6908645e-04 -5.2555045e-04]"
234,히트맨2,감독님 프로필 사진부터 안재밌을수가 없다한참 웃다 나왔어요 이이경 얼굴만봐도 웃기다 이제 ..,10,2025.01.22. 14:48,15,"[ 2.2185205e-03 -4.9187476e-04  4.0441835e-03 -1.3562390e-03
 -1.5141470e-03 -1.4035004e-03  1.7354070e-03  2.9575073e-03
 -3.7616168e-04  7.4576266e-05  2.4643671e-04 -1.4709794e-03
  4.1311086e-04  9.8318199e-04  1.1272851e-03  1.3489006e-03
  3.0527162e-04  8.7122963e-04 -2.6833885e-03 -3.8140651e-03
  2.0293887e-03  1.2969048e-03  1.0665990e-03 -1.9989714e-03
 -2.0017265e-03  1.4776438e-03 -6.5886771e-04 -7.9827436e-04
 -7.9973217e-04  2.0643445e-03  2.7467348e-04  8.1994571e-04
  1.5823910e-03 -1.9955807e-03 -3.9288544e-04  1.7026631e-03
  1.3302704e-03  2.3807032e-05 -1.9193770e-03 -1.3470845e-03
 -1.4207039e-03 -7.7895791e-04 -5.0758663e-05  1.9923530e-03
  4.2081560e-04 -2.0066181e-03 -1.1632941e-03 -1.2754195e-04
 -1.4592642e-04  8.1088062e-04  7.7106095e-05 -9.6648670e-04
 -2.7864767e-04 -2.4955750e-03  1.4231388e-03 -2.0305272e-03
  2.7383063e-03 -1.1692786e-03 -3.3825843e-04  1.1315687e-03
 -6.8383932e-04  1.4929101e-03  9.5930835e-04 -1.4714427e-04
 -2.4327387e-03  3.4611467e-03  9.3008578e-04  5.1366067e-05
 -1.0986113e-03 -7.5847888e-04 -2.7418763e-03  6.9669841e-05
 -5.1698793e-04 -1.8644835e-04  2.3154505e-03  5.0070119e-04
 -5.6948420e-04  1.4141672e-03 -2.9893327e-04  9.5706648e-04
  6.2585139e-04  2.1329683e-03 -2.3410599e-04  2.7900275e-03
 -2.6899806e-04  1.1780175e-03  6.7348464e-04  1.6903528e-03
 -6.0138071e-05 -2.1605014e-03  3.8307379e-03 -1.3276046e-04
  9.5173935e-05 -3.9515528e-04  1.0223006e-03  8.5395348e-04
  2.4808501e-04 -1.0839619e-03 -1.0571521e-03  2.0075010e-03]"
239,히트맨2,내내 지루하지 않고 재밌었어요 추천합니당,10,2025.01.22. 16:04,16,"[-2.3879397e-03  1.6150209e-04  7.2417315e-04  1.7937869e-03
  1.8527081e-03 -4.7532618e-03 -1.4661143e-04  1.8399889e-03
 -2.5810997e-03  6.4761448e-04 -8.9198159e-04 -6.6885626e-04
  9.7793201e-04  2.4148382e-03  2.4568718e-03  1.5486978e-03
  1.4036071e-03  1.3681822e-03 -2.2905176e-03 -6.6820160e-03
 -4.2876284e-04 -3.5060898e-03  3.6644924e-03 -3.8959577e-03
  5.1213230e-04 -1.0568885e-03 -3.1369522e-03 -1.0136046e-03
 -2.2781249e-03 -5.0804071e-04  7.4042142e-03  4.1919136e-03
  1.6861606e-03  2.0992705e-03 -4.6611773e-03  4.1715386e-03
  2.0320450e-03  2.4865055e-04 -2.5595995e-03 -2.3401051e-03
  3.8067326e-03 -2.1369043e-03 -2.1749681e-04 -4.4008153e-03
  1.3465518e-03  5.1667858e-03 -4.2866664e-03 -3.7088059e-03
 -1.6232688e-03 -9.0885331e-04 -8.9730765e-04 -4.6324157e-03
 -2.0931356e-03  1.9546764e-03  4.9578957e-06 -4.4796677e-04
 -5.0384481e-04 -1.4577570e-03 -2.1264844e-03 -1.0843145e-03
  6.1919430e-04  1.7765784e-03  1.5732236e-03 -1.4635357e-03
  7.3531276e-04  7.4346951e-04  2.0866781e-03 -3.0727237e-03
 -2.4487488e-03  1.3057707e-03 -5.0866618e-03  1.5163957e-03
 -9.9975697e-04  5.0727581e-03  4.2768745e-04 -1.2151076e-03
 -1.9194912e-03 -1.6409541e-03 -4.1197469e-03 -3.1211134e-03
  3.4956445e-03 -2.5853219e-03 -3.7927155e-03  3.3043253e-03
 -4.6718079e-03  2.9297920e-03  3.8492202e-03 -3.0218998e-03
  1.9663656e-03 -7.1611447e-04  2.9514174e-03  2.1935725e-03
 -1.9381390e-03 -3.5813588e-04  1.2419737e-03  1.7165826e-03
  2.2386038e-03 -2.9723763e-03 -2.3084311e-03  2.3218116e-03]"
240,히트맨2,영화 정말 재밌었습니다 감사합니다 잘봤습니다,10,2025.01.22. 16:04,16,"[ 2.2262752e-03  3.5140014e-03 -1.8043192e-03  6.2117825e-04
  6.8738981e-04 -1.0083108e-03  4.2407052e-03  4.6731867e-03
 -2.3420879e-03 -1.4039731e-03  3.0158731e-04 -5.0369794e-03
 -1.4037645e-03  1.6611699e-03  2.4464119e-03 -8.5733336e-04
  3.2215172e-03  2.8697709e-03 -4.1174586e-03 -6.6914503e-03
  2.4835374e-03 -2.0102132e-03 -2.0886385e-03 -3.4934711e-03
  2.9341457e-03 -2.5007207e-04 -1.5289653e-03 -6.9656287e-04
 -3.4236806e-03 -7.0341124e-04  1.9401126e-03 -2.1268122e-03
 -4.6925261e-04 -4.9475050e-03 -5.0035133e-03  3.3935253e-03
  4.9590133e-03  9.0541225e-04 -4.2582551e-04  2.3044590e-03
  7.0415327e-04  1.9518784e-03 -2.5652680e-03 -6.4317713e-04
  1.5000637e-03  1.2025320e-03  1.5050680e-03  3.8893211e-03
  2.5890695e-03  4.0381383e-03  2.7642474e-03 -1.4623260e-03
 -4.6710647e-03 -9.0003497e-04 -2.3370672e-03  1.2271859e-03
  3.0536866e-03 -8.5899765e-06 -1.1621055e-03  2.0177930e-03
 -1.3718350e-03 -5.5566942e-04 -3.5887205e-03  5.9651211e-05
 -1.3853029e-03  2.9866081e-03  1.2898274e-03  5.6725931e-03
  4.8281081e-04  3.8350406e-04  2.1964868e-03  3.0248894e-03
  2.4183136e-03  3.7791612e-04 -4.5058489e-04  2.6728020e-03
  8.9900149e-04 -7.3349802e-04 -1.1870413e-03  1.4303509e-03
 -2.9235512e-03 -1.8564803e-03 -1.4831983e-03  2.9160101e-03
  6.9977157e-04  4.6719468e-04  2.2520244e-03 -2.3892354e-03
  3.1611098e-03 -1.0201762e-03 -1.0956940e-03  4.8478208e-03
  1.6180883e-03  6.2200596e-04  5.9005902e-03  3.6711709e-03
  2.6411579e-03  7.7806989e-04 -1.7354921e-04  1.4085526e-03]"
242,히트맨2,뇌 빼놓고 웃고 싶은 사람들 추천!간만에엄청 웃으면서 영화봤네요 ㅎㅎ,10,2025.01.22. 15:13,15,"[-4.2602172e-04  3.9918432e-03  1.0216418e-03  1.6534331e-04
  9.7913865e-04 -8.1708335e-04  3.7322782e-03  1.4428844e-03
 -1.7201528e-03 -1.0185160e-03 -1.2363386e-03 -3.3786227e-03
  1.3298320e-03 -1.2006130e-03  3.1239208e-04  1.8790628e-04
  2.2545711e-03 -1.4991926e-03 -1.9384627e-03 -3.5816280e-03
 -1.5046593e-04  1.2526257e-03  4.3498678e-04 -1.5657207e-03
 -9.2699128e-04 -4.4567078e-05  6.8108662e-04 -9.0056361e-04
 -6.7276676e-04 -1.3021779e-03  1.7209051e-03 -1.5734544e-03
  8.2851574e-04 -3.2455719e-03 -2.3496279e-03  1.9536207e-03
  2.8687520e-03  1.8988329e-03  6.7521323e-04 -3.3494076e-03
 -4.3256616e-04  1.0372291e-03 -3.5116941e-04 -1.4806603e-04
  2.3675177e-03  3.6119326e-04 -1.5578582e-03  1.1597141e-03
  3.0026547e-04  8.9122541e-04 -9.1626680e-05 -1.4239911e-03
  1.0181493e-03 -2.0885998e-03 -1.9683256e-03 -2.8430640e-03
  2.1506932e-03 -7.6530367e-04 -3.7239387e-03  1.6561220e-04
 -1.6658866e-03 -1.0512212e-03  2.9497638e-03 -1.1691560e-05
 -2.6546584e-03  1.7101991e-03 -1.9306733e-03  1.4956134e-03
 -2.6513995e-03 -1.8761354e-04 -2.6746329e-03  1.1530875e-03
  3.2330975e-03  3.2402604e-04 -1.8213514e-03  1.9068345e-04
  1.1915761e-03 -1.6551326e-03 -2.7401506e-03 -8.2608574e-04
  1.1764367e-04 -1.2201987e-03  2.4517656e-05 -1.6021098e-03
  2.2357250e-04  2.1076929e-04  7.7087444e-04  3.8559549e-04
  3.1037504e-04  7.1967754e-04  1.7886510e-03  2.3185869e-03
  1.1250149e-03  3.5070861e-03  2.7955242e-03  1.1865180e-03
 -1.6988026e-03  9.8518154e-04  8.5933931e-04  5.5624482e-06]"
243,히트맨2,간만에 보는 유쾌한 영화네요ㅎㅎㅎ박장대소하느라 시간가는줄 모르고 봤습니다.,10,2025.01.22. 14:49,15,"[-1.3248445e-03  3.2173654e-03  5.0688622e-04 -2.1377197e-03
 -2.1687767e-04 -2.6948724e-03  3.7858685e-04  4.0672533e-03
  5.6081312e-04 -2.7191774e-03  1.3973769e-03 -1.4138648e-03
 -7.5455369e-05  1.6380233e-03  1.4490141e-03 -3.7134250e-03
  1.0576006e-03 -2.7040783e-03 -1.0573851e-03 -3.8997889e-03
  1.6273756e-04 -1.9508367e-04  8.1249978e-04  7.5258897e-04
  8.0031023e-04 -8.9958357e-04  1.9073876e-03  1.3841585e-04
 -2.3121128e-03  5.3617976e-05  1.6050896e-03  6.9309952e-04
 -2.5631136e-03 -2.4946688e-03 -2.4795190e-03  1.1632701e-03
  3.5347859e-03 -1.1657578e-03 -2.5211414e-04 -4.7223992e-03
 -5.6550617e-04  2.0628247e-06 -1.1105294e-03 -2.5970666e-03
  1.8593791e-03  3.1867556e-04 -2.5079385e-03  7.4445544e-04
  2.7435159e-03  1.6359526e-03 -2.1156447e-03 -1.2649634e-03
 -4.0941642e-04  5.2778830e-04 -1.5250203e-03 -2.1517061e-04
  2.5665709e-03 -2.1585000e-03 -2.9182807e-03 -1.9348954e-03
  1.9962990e-03  6.0440926e-04  1.1271167e-03 -2.3587770e-03
 -1.8168250e-04  5.9499021e-04 -2.8409623e-04  1.2317694e-03
 -2.3799348e-03  2.5010910e-03  1.7497716e-03  3.2228727e-03
  1.0679783e-03  8.8065259e-05  1.7176406e-03 -1.3418457e-03
  2.1567314e-03  1.0162159e-03 -2.1417697e-03 -3.1374722e-05
  1.3427662e-03 -3.1773222e-04 -6.9989776e-04  2.6660755e-03
 -1.0873509e-03 -2.4484172e-03  6.6823594e-04  1.8008898e-03
  5.0403964e-04  7.3516247e-04  2.0093829e-03  1.7144332e-03
  1.4869251e-03  9.1445429e-04  5.2486914e-03  2.7501800e-03
  1.0318318e-03 -3.5223635e-03  5.9720676e-04  1.1325681e-03]"
