,영화 제목,review,rating,date,from_release,word2vec
245,히트맨2,1보고 재밌어서 2보러왔어요~아니나다를까 후회없는 선택 !즐 감상 했습니다 ㅎㅎ,10,2025.01.22. 16:24,16,"[-1.1953407e-03  1.7130068e-03  3.6842359e-04 -7.6595880e-04
 -1.2490181e-03 -1.9813930e-03  8.4847386e-04  2.8665187e-03
 -1.4291193e-03  5.5957036e-05 -1.8634833e-03 -2.4239223e-03
 -1.6907464e-03  1.1233250e-03  1.8777431e-03  4.8419024e-05
  2.3948071e-03 -1.4564598e-03 -1.8592092e-03 -4.9220501e-03
  1.1222129e-03  1.6964197e-03  3.1865877e-03 -1.4160831e-03
 -7.0247566e-04  1.6859899e-03 -3.7710606e-03 -3.7569155e-03
 -2.2570579e-03  4.6010470e-04  1.8388254e-03  8.9702447e-04
  1.2066195e-03 -3.6148871e-03  7.8927143e-04  9.4529614e-04
  4.6785153e-04 -4.7081138e-04 -1.9758686e-03 -2.2061442e-03
 -4.7959870e-04 -7.8811613e-04 -3.6697902e-03  9.9765975e-04
  3.3461694e-03  1.5433913e-03 -6.6016923e-04  2.3818630e-04
  2.4080186e-03  1.0385455e-03 -9.1930619e-04 -2.8566250e-03
  1.5010847e-03  7.3676719e-04  1.7370557e-04 -2.0107487e-03
 -1.5574640e-03 -2.1306330e-03 -1.8357601e-03  9.1877481e-04
  9.8632125e-04  7.9883484e-04  2.5160250e-04  3.4001874e-04
  8.5212168e-04  2.2906691e-03  8.1227435e-04  3.0336159e-04
 -1.9240947e-03  3.2923720e-03 -1.0075506e-03  1.6282015e-03
  5.7599944e-04 -1.7449835e-03  1.2356701e-03  7.7315507e-04
 -8.5786611e-05 -6.3050503e-04  1.2176199e-03 -9.7174908e-04
 -2.5309855e-03 -7.4894010e-04 -1.4849467e-03  2.4125550e-03
 -1.6827376e-03 -3.4235633e-04  3.3537995e-03  2.0787083e-03
  5.3497264e-04 -3.4282490e-04  2.3876494e-03 -1.8197705e-05
 -4.8332859e-04 -1.5684667e-04  7.2739151e-04  8.6792943e-04
 -1.4013998e-04 -3.3555739e-04 -9.0676820e-04 -7.8016485e-05]"
246,히트맨2,ㅈ거미있는영화 히트맨2정말재밌다,10,2025.01.22. 15:49,16,"[-5.1120564e-04  4.3028113e-03  5.2732934e-04 -1.1578707e-03
  2.8977827e-03 -2.1022679e-03 -1.1473256e-03  3.7320820e-03
 -3.2238741e-03 -3.0508058e-06 -3.3773175e-03 -3.5589896e-03
 -1.3246558e-04 -2.0071240e-03  1.1127293e-03 -1.1051925e-03
  2.8775206e-03  1.7988235e-03 -6.4218912e-05 -5.4828911e-03
  2.1438007e-03 -1.2524171e-03  1.9816615e-04 -1.5753818e-03
  7.7286700e-04 -2.1460522e-03 -3.3942498e-03  8.1800751e-04
 -7.5935537e-04  5.3962953e-03  3.8844522e-03 -6.4990815e-04
  2.9674827e-04 -5.5336923e-04 -1.3940951e-03  1.6677692e-03
 -1.0687346e-03  1.6185822e-04  2.5701819e-03  4.2444901e-04
  9.4285316e-04  3.3138320e-04 -3.0476158e-03  1.7178702e-03
 -1.8545205e-03  2.5334043e-06  2.3219394e-03 -1.6401398e-03
  1.0234996e-03  1.9144693e-03  3.3158064e-03 -4.4723619e-03
 -8.1019313e-04 -1.4047711e-03 -3.6757046e-03  9.2146336e-04
  5.6371291e-04 -7.6977647e-04 -1.9709715e-03  2.5626274e-03
 -4.2378038e-04 -1.4498439e-03  1.2466141e-03  1.7155816e-03
 -2.9332964e-03  2.1107665e-03  4.4811275e-03  1.7934851e-03
 -3.5632667e-03  2.6066808e-03 -2.9405567e-04  3.5889467e-04
  2.1336526e-03 -1.4209934e-04 -1.6505911e-03  1.8068249e-03
  1.0980577e-03  9.1569044e-04  4.6053610e-04  1.4680781e-04
 -1.5720064e-03  5.7733036e-04 -1.4524454e-03  3.9768415e-03
  1.3573241e-03  5.2724167e-04  1.0218049e-03  4.7057463e-04
  3.0052476e-03 -2.4581226e-03  2.6685630e-03  2.0739960e-03
  8.7094185e-04 -3.4322659e-03  1.1643493e-03 -6.4222480e-04
  2.2846614e-03  1.2356418e-03 -1.0623882e-03  2.4596811e-03]"
247,히트맨2,정말 오랜만에 볼만한 명절 가족영화 1보다 볼거도 많고 출연진들이 재미보장다들 가서 봐보세요 ㅋㅋ,10,2025.01.22. 16:55,17,"[-1.8863137e-03  2.3549453e-03  1.7351309e-03 -2.9236826e-04
 -3.0296396e-03 -3.6278130e-03  1.5607035e-03  2.8981818e-03
 -2.6106783e-03 -1.5813981e-03  3.1594571e-03 -2.2039609e-03
  9.7954948e-04  7.5739727e-04  7.0947346e-05 -1.9134539e-03
  1.9823292e-03 -1.8969761e-03 -1.7352133e-03 -4.6782275e-03
 -1.1579439e-03 -1.2087403e-05  2.8990672e-03  1.2241387e-04
 -1.6602354e-04 -5.0838760e-05 -1.5981329e-03 -1.1794445e-03
 -1.6458530e-03  5.1270041e-04  2.2886114e-03  4.0855131e-04
  2.9383404e-03 -2.5058794e-03 -1.5396208e-03  5.3800421e-04
  2.8184140e-03 -3.5086838e-03 -3.4600063e-04 -3.0222896e-03
 -1.1666627e-03 -1.1532274e-03 -2.1952526e-03 -1.6028798e-03
  1.2793180e-03 -3.5633815e-03 -9.5391989e-04  9.7073987e-04
  1.2176654e-03  2.0606462e-03 -9.0748281e-04  2.8450901e-04
 -7.0247246e-04  6.1077107e-04 -3.3366398e-04 -1.0378807e-03
  2.5143602e-03 -2.0713892e-03  2.7082735e-04  1.2951570e-03
  4.8705892e-04 -5.5502076e-04  8.8001345e-04 -2.5745858e-05
 -2.7975268e-03  1.7247206e-03  3.3283528e-04  1.2462706e-03
 -3.5422668e-03  3.2406310e-03 -1.0102572e-04  4.1977186e-03
  1.3271500e-03 -4.2668905e-04  2.1367243e-03  1.1238408e-03
  8.8613207e-04 -7.4965128e-04 -1.1111170e-03  1.8010855e-04
  1.1231692e-03 -5.8753887e-04 -9.4306935e-04  2.4890064e-03
 -2.4044029e-03 -8.3876931e-04  5.9037883e-04  9.0538966e-04
 -1.9451747e-05  5.1183382e-04  2.0756491e-03  1.5226864e-03
  7.1968022e-04  1.5386232e-04  3.4203627e-03  1.6990576e-03
 -8.3411671e-04 -1.8858736e-03  2.3629278e-04 -1.5576123e-03]"
248,히트맨2,역시 히트맨은 믿고보지다보러오세여재밌엇습니다,10,2025.01.22. 15:41,16,"[-1.9594145e-03  7.4233738e-04  2.9771186e-03 -3.8523189e-04
 -1.9067394e-03 -3.1406181e-03  3.0609767e-03  6.0868780e-03
 -6.8154669e-04 -1.6116407e-03 -1.5294905e-03 -2.1168909e-03
 -4.9543078e-04  1.4035796e-03  3.1863709e-04  6.3890591e-04
  4.0212823e-03 -1.4902130e-03 -3.7853653e-04 -5.7999734e-03
  5.9238455e-04  1.1917689e-03  4.4414508e-03 -1.5916624e-03
 -1.1613629e-03  2.3270536e-03 -4.0306612e-03  3.6011490e-03
 -3.1463259e-03  1.9439390e-03  5.5308471e-04 -1.5378152e-03
  2.8064095e-03 -3.9801640e-03 -2.2728287e-03  6.0342153e-04
 -7.7182567e-04 -2.9460024e-03 -2.6349372e-03 -1.6988093e-03
 -1.1430129e-03 -1.4740042e-03 -1.7232882e-03  1.7679260e-03
  6.5457606e-04 -2.4853915e-03 -6.0491060e-04 -2.5649164e-03
 -3.7098164e-04  1.2877359e-03  8.5696549e-04 -2.8708102e-03
 -1.4147084e-03  8.2432159e-04 -2.6564496e-03 -1.0228119e-03
  2.2100650e-03 -1.4227761e-04 -1.4797710e-03  8.6596352e-04
 -2.3080248e-03  7.0742465e-04  5.6521525e-04  8.1867765e-04
 -3.4196228e-03  5.5858069e-03  1.2175696e-03  1.6986578e-03
 -3.7200798e-03  2.4693625e-03 -2.0624248e-03  2.2160662e-03
  2.9155703e-03 -2.8178515e-03  1.8101055e-03  3.9207633e-04
 -4.3548597e-04  1.8891219e-04 -3.8762602e-03 -1.2130166e-05
 -1.8128065e-03  2.5825326e-03 -1.8795241e-03  3.4859190e-03
 -2.1774780e-03  4.6963713e-05 -2.7953452e-04  2.4290387e-04
 -2.0622469e-03 -1.5828979e-03  2.3190440e-03 -2.1495395e-03
 -8.5383042e-05 -7.0100091e-04  5.9890579e-03  7.0877024e-04
  3.8332001e-03 -8.4354327e-04  3.6286114e-05  1.4668396e-03]"
251,히트맨2,그냥 아무 생각없이보면 낫배드,7,2025.01.23. 12:14,36,"[-3.1402574e-03  2.3411649e-04  2.7804885e-03 -1.5431111e-03
 -3.6659769e-03 -2.4148945e-03 -1.0251288e-03  6.3715735e-04
  1.0531679e-03  3.7109837e-04  5.1874490e-03 -4.7953385e-03
 -6.2331453e-04 -1.9616231e-03  2.1607787e-03 -2.2118217e-03
 -1.3977395e-03 -2.6137349e-03 -2.4637268e-03 -1.9505520e-03
 -5.1309098e-04  5.4437673e-04  9.9864672e-04  4.1075583e-04
 -7.8245992e-04 -3.5493709e-03  2.4931040e-04  1.7995388e-03
  2.4169837e-03 -5.8073609e-04  1.7876856e-04  1.5301654e-03
  2.0054204e-03  6.8591995e-04 -1.8896250e-03  1.8459500e-03
  3.3579543e-03 -3.0655021e-04  1.9568768e-03 -6.0322583e-03
  2.5643108e-03 -2.9240237e-03  2.3733785e-03 -8.7166671e-04
  2.6755626e-03 -1.0490318e-04 -3.5487034e-03  2.6766553e-03
  1.8828165e-03 -7.1372435e-04  2.2893881e-03  2.4220722e-03
  2.6375004e-03  5.0143171e-05  1.4874083e-04 -1.6600490e-03
 -5.0347960e-03  7.5662210e-05 -4.2949212e-03  2.4867028e-03
 -2.2762096e-04 -6.3195225e-06  1.4021716e-03 -2.6017602e-03
  1.6801140e-03  2.0754565e-03 -1.7732655e-03  2.9659029e-03
 -2.5349159e-03  2.5134906e-03  1.0452501e-03  3.0330315e-03
 -5.9387786e-04 -6.0418770e-03  6.2145810e-03  1.5190637e-03
  1.3578414e-03 -3.3428448e-03  6.8708154e-04  5.3961069e-04
 -2.3142055e-04 -2.1617853e-03 -1.6109350e-03  2.8717131e-03
 -3.0826940e-03  3.3129661e-03 -2.4334362e-03 -1.4837689e-03
 -1.8006989e-03  2.8912351e-03  1.8286331e-03 -2.6747450e-04
 -1.8272201e-03 -2.7097513e-03  5.0120321e-03  2.6254847e-03
 -2.4627609e-04 -1.9645211e-03  5.3965687e-05 -2.4827593e-03]"
252,히트맨2,영화 히트맨2 잘 봤습니다.,6,2025.01.22. 22:21,22,"[-0.00169875  0.00523817 -0.00065422  0.00075233  0.0020614  -0.00267047
  0.00028119  0.00632406 -0.00207525 -0.00389484  0.00081374 -0.00134492
 -0.00263326 -0.00087921  0.00407694 -0.00396924  0.00356997  0.00074591
 -0.00470801 -0.00565465 -0.00115838 -0.00140922  0.0048253  -0.00033064
 -0.00025222 -0.00050544 -0.00346523  0.00158388 -0.00203982  0.00277534
 -0.00048872 -0.0021195   0.00088123 -0.00331196 -0.00235391 -0.00045977
  0.00114165 -0.00177378 -0.0015777  -0.00202218 -0.00297893  0.0010913
  0.00051047  0.00162853  0.00112337 -0.00232109 -0.00054467 -0.00018835
  0.0009005   0.00268392  0.00250284 -0.00298567 -0.00216941 -0.00375118
 -0.00395976 -0.00103719  0.00213108  0.00149273 -0.00234626  0.0028483
  0.0007691   0.00133558  0.00393454  0.00043934 -0.0013484   0.00172593
  0.00355349  0.00664057 -0.00508993  0.00045038  0.00072415  0.00367261
  0.00182606  0.00058517  0.0025504   0.00209909  0.00026835  0.00221949
 -0.00333478 -0.00258673 -0.00211822 -0.0001347  -0.00133282  0.00522845
 -0.00095702  0.00072318  0.00397075 -0.00076461  0.00263881  0.00057355
  0.00389436  0.00293646  0.00227353 -0.00087333  0.00734587  0.00079834
  0.00136566 -0.00153365  0.00082174  0.00038311]"
253,히트맨2,"아재개그 남발 , 삽입 애니 퀄은 좋음",7,2025.01.22. 21:57,22,"[-8.7641727e-04 -2.8017333e-03  4.8752251e-04  2.2364669e-03
 -3.8940650e-03 -2.9513531e-03  9.2771603e-04  1.8790371e-03
 -3.1764067e-03 -1.4627927e-03 -6.8834104e-04  2.1494730e-04
  1.2270862e-03  1.1928347e-03 -1.3254298e-04  1.7865219e-03
  1.4567993e-03 -5.9904698e-03 -1.5608240e-03 -4.3074595e-04
  5.8902404e-04  1.7474412e-03  1.8038359e-03 -2.1082514e-03
 -3.9318120e-04  1.1174908e-03 -8.0965413e-04 -5.7566084e-04
 -2.1531503e-03  2.3469715e-03  2.6956755e-03  1.9292064e-03
  1.2317817e-03  3.6328238e-05  7.6138729e-04 -1.6587393e-03
  6.9193641e-04  4.5731114e-04 -1.7014031e-03 -5.0096698e-03
  3.2546502e-04  1.1884721e-03  1.8991884e-03 -1.9277768e-03
  1.7596288e-04 -6.8297359e-04 -1.5899325e-03  8.4894057e-04
  1.1526924e-03  1.4227005e-03 -1.3960344e-03 -7.1770541e-04
  1.6707291e-03  2.6714933e-04  2.2878554e-03  4.2221555e-03
 -6.5211125e-04  4.3100654e-03 -5.8549398e-05 -9.0614258e-04
 -7.9492992e-04 -1.8981379e-03  5.0608971e-04  1.9749292e-04
 -1.7369585e-03 -3.5162698e-04  2.2320761e-03 -2.5259276e-04
  2.0298997e-03  1.2631721e-03 -9.9437474e-04  1.8069400e-03
 -5.9268734e-04 -4.9250195e-04 -2.0341084e-03 -7.9875253e-04
  1.0813375e-03  9.3849079e-04 -1.9558044e-03  2.3828889e-03
  9.8545733e-04 -1.6913186e-04  1.2709312e-03  2.3415056e-03
  3.1678326e-04  9.2875882e-04  1.5172802e-03  2.1202357e-03
 -8.4064808e-04  2.1391239e-03  1.7573612e-04  8.7813631e-04
 -1.7863009e-04 -1.0105843e-03  1.4738148e-03  2.4628048e-03
  1.5461113e-03  2.4736000e-03 -6.0234632e-04 -1.3197961e-03]"
254,히트맨2,히트맨 히트맨 히트맨 히트맨,2,2025.01.22. 09:08,9,"[ 0.00370128  0.00194702  0.005524   -0.0021955   0.00301761 -0.00172909
 -0.00108033  0.00905255  0.00207143 -0.00505756 -0.00082722 -0.00317816
 -0.00500246 -0.0028043   0.00045178 -0.00737906 -0.00122132 -0.00261729
  0.00085749 -0.00741226 -0.00425903 -0.0031659   0.00143094 -0.00047518
 -0.00522496 -0.00032879 -0.00797793  0.00705509  0.00044767  0.00475235
 -0.00444847 -0.00232643  0.00131037 -0.0001982  -0.00290318 -0.00349399
 -0.00294461 -0.00488275 -0.00362595 -0.00411179 -0.00468029  0.00214348
 -0.00098927  0.00291026 -0.0047372  -0.0067046   0.00871253 -0.00330169
 -0.0038421   0.00706303  0.00481253 -0.00670096  0.00403152 -0.00093221
 -0.00321975 -0.00202738 -0.00103531  0.00388122  0.0027725   0.00219287
 -0.00374717 -0.00224484  0.00477787 -0.00062194 -0.00603844  0.00471848
  0.0089214   0.00436033 -0.01010036  0.00311229  0.00064456  0.00836729
  0.00394513 -0.00040508  0.00173556  0.00345562 -0.00045175 -0.00023689
 -0.00569577 -0.00172724 -0.00554564  0.007542   -0.00453622  0.00486851
  0.00017494 -0.00028562  0.00081082 -0.00469364  0.00272195  0.0039404
  0.0050906  -0.00240549 -0.00147698 -0.00185233  0.00652017 -0.00199689
  0.00071975  0.00105851  0.00119871  0.00266277]"
255,히트맨2,히트맨 히트맨 히트맨 히트맨,2,2025.01.22. 09:05,9,"[ 0.00370128  0.00194702  0.005524   -0.0021955   0.00301761 -0.00172909
 -0.00108033  0.00905255  0.00207143 -0.00505756 -0.00082722 -0.00317816
 -0.00500246 -0.0028043   0.00045178 -0.00737906 -0.00122132 -0.00261729
  0.00085749 -0.00741226 -0.00425903 -0.0031659   0.00143094 -0.00047518
 -0.00522496 -0.00032879 -0.00797793  0.00705509  0.00044767  0.00475235
 -0.00444847 -0.00232643  0.00131037 -0.0001982  -0.00290318 -0.00349399
 -0.00294461 -0.00488275 -0.00362595 -0.00411179 -0.00468029  0.00214348
 -0.00098927  0.00291026 -0.0047372  -0.0067046   0.00871253 -0.00330169
 -0.0038421   0.00706303  0.00481253 -0.00670096  0.00403152 -0.00093221
 -0.00321975 -0.00202738 -0.00103531  0.00388122  0.0027725   0.00219287
 -0.00374717 -0.00224484  0.00477787 -0.00062194 -0.00603844  0.00471848
  0.0089214   0.00436033 -0.01010036  0.00311229  0.00064456  0.00836729
  0.00394513 -0.00040508  0.00173556  0.00345562 -0.00045175 -0.00023689
 -0.00569577 -0.00172724 -0.00554564  0.007542   -0.00453622  0.00486851
  0.00017494 -0.00028562  0.00081082 -0.00469364  0.00272195  0.0039404
  0.0050906  -0.00240549 -0.00147698 -0.00185233  0.00652017 -0.00199689
  0.00071975  0.00105851  0.00119871  0.00266277]"
258,히트맨2,1보다 2가 스토리 더 탄탄한거 같네요 ! 재밌게 보고 왔습니다~ !!,10,2025.01.22. 14:43,15,"[-1.8844407e-03  4.1247127e-03 -1.9807289e-03  2.0878066e-04
  5.1140459e-04 -1.9356555e-03  2.0330081e-04  1.0853785e-03
 -1.2338103e-03 -1.3671109e-03  8.9436781e-04 -2.9440238e-03
 -1.4405607e-03  4.0889019e-03 -7.6416292e-04 -8.8021817e-04
  1.4910761e-03 -6.9580239e-04 -2.7740807e-03 -3.9594141e-03
  2.9954775e-03  1.6801974e-03  2.6610971e-03  9.6163253e-04
  2.0825214e-04  8.0634688e-04 -2.6781692e-03 -2.4221463e-03
 -1.0847939e-03  2.4748049e-03  1.8027808e-03  1.6487560e-03
  1.8222460e-03 -4.5524356e-03  1.9941384e-04  2.2220092e-03
 -1.1724593e-03  6.0060032e-04 -1.1106970e-04 -3.5842839e-03
 -1.2468302e-03 -1.1980834e-03 -2.2000950e-03 -8.7205472e-04
  8.0535706e-04  7.9318415e-04 -1.0463413e-04 -2.3539588e-03
  3.9124647e-03  1.4848157e-03  1.1287202e-03 -1.3896156e-03
  2.8353601e-04 -7.5833016e-04  1.4481137e-03  7.0284953e-04
  4.6575841e-04 -1.1139462e-03 -2.6814998e-03  3.0862049e-03
  1.3389454e-03 -1.0638038e-03 -4.2670388e-05 -7.4795197e-04
 -1.1511205e-03  8.1381993e-05  8.1010058e-04  4.1218410e-04
 -2.8266849e-03  5.0064260e-03 -1.2035609e-03 -1.5696598e-03
  1.6930338e-03  4.0219831e-07  5.6654186e-04  1.1885563e-03
 -2.9879328e-04  4.1305015e-04 -1.0494881e-03 -3.1683515e-03
 -2.3361635e-03 -1.6973187e-03  4.2226897e-05  1.7399335e-03
 -6.2051823e-04 -2.0162042e-03  1.9925968e-03  1.3840871e-03
  9.4672301e-05  1.2213175e-04  3.1042658e-03  1.1757730e-03
 -7.8068965e-04 -1.8288005e-03  7.3635420e-05  4.7614658e-04
 -6.6685490e-04 -2.2488607e-03 -1.4952667e-03  1.7555495e-03]"
260,히트맨2,가볍게 보기 좋았어요 나 지금 X나 쪽팔려 하는 황우슬혜님 너무 웃겼습니다,8,2025.01.23. 08:02,32,"[-6.4901391e-04 -2.2170746e-03 -9.2329964e-04  4.7546026e-04
  7.6937873e-04 -9.6038205e-04  3.4224878e-03  2.4098407e-03
 -3.4704651e-03 -4.2059002e-03  1.3898506e-03  2.5660194e-05
 -7.0288550e-04  2.5886430e-03  3.0647984e-04  5.0048542e-04
  3.2008837e-03  5.7430915e-04 -3.4737305e-04 -3.3972028e-03
  3.8498810e-03  2.9319737e-04 -1.8079228e-04 -3.9240131e-03
  1.1236005e-03 -4.9727352e-04 -5.0819453e-05  1.3778886e-03
 -3.3334396e-03 -2.1472014e-03 -1.1231976e-04  4.8519950e-03
  1.3186912e-04 -2.1062579e-03 -1.9286269e-04  1.4398036e-03
  1.6743812e-04 -2.0688984e-03 -1.8137430e-03 -2.7934548e-03
  8.1476668e-04 -2.8659182e-04  5.7602103e-04  3.4232638e-04
  4.5850896e-03  7.4254873e-04 -3.3286819e-03  1.2135266e-03
  4.0389011e-03 -1.1750279e-04  5.7001848e-04  2.4963400e-04
 -2.1220658e-03 -9.7222941e-04  3.4366731e-04 -3.8849722e-04
  1.1426877e-04 -6.5933925e-04 -3.0225638e-04 -1.6992963e-03
 -1.4601767e-03  1.9986182e-03  3.7035723e-03 -3.1142568e-04
 -3.7813943e-03  2.7421406e-03 -5.5222859e-04  2.2048177e-03
 -4.3431073e-03 -1.0440393e-03 -2.1189507e-03  1.6588299e-04
 -9.1456779e-04 -8.3869201e-04  2.9162997e-03 -1.1985592e-03
  1.6051958e-03  1.5579301e-04 -4.1660024e-03  7.8224641e-04
 -1.0572191e-03  4.9717171e-04 -4.0840362e-03  3.2758538e-03
  1.2539362e-03 -9.1116689e-04 -4.5388314e-04  6.4814556e-04
  3.9604930e-03  1.9519667e-03  4.0280363e-03  3.5649100e-03
  1.0092468e-03  3.4978220e-03  3.8171289e-03  3.6262071e-03
  1.0541371e-03 -1.2765985e-03  1.7789582e-03 -1.1752855e-03]"
261,히트맨2,편하게 웃으면서 보고 왔습니다,7,2025.01.22. 17:47,18,"[ 4.95799538e-03  3.99110327e-03 -6.02007844e-04 -7.23581668e-03
  2.66635465e-03 -3.40563431e-03 -1.97610864e-03 -1.65511644e-03
  3.14057828e-03 -3.00700846e-03  4.08778153e-03 -4.63211257e-03
 -3.97777045e-03 -5.01741772e-04 -3.48061346e-03  3.34657263e-04
  1.96510507e-03 -2.45527248e-04  1.72798592e-03 -2.94140005e-03
 -7.12422538e-04  6.13247370e-03  3.10038892e-03  1.78073382e-03
 -5.00062574e-03  3.17471800e-03 -1.73395849e-04 -5.89891942e-03
  5.06249955e-04 -2.29132106e-03 -1.88943243e-03 -5.66727761e-03
  3.56407603e-03 -3.84006719e-03 -2.00463412e-03  4.15373780e-03
 -3.25579924e-04  2.71470472e-03  1.24046893e-03 -3.34852748e-03
  3.50674905e-04 -2.16568168e-03 -1.58034067e-03  3.07595590e-03
  2.72358558e-03  1.66778918e-03  2.79973866e-03 -4.05040244e-03
  1.13512715e-03 -1.31239439e-03 -9.10042319e-04  1.46351499e-03
  5.15005784e-03  8.35760962e-04  2.87449860e-04 -3.94263724e-03
 -4.80685034e-04 -2.83523137e-03 -8.34671489e-04 -2.57592765e-04
 -4.85517667e-04 -3.89613118e-03 -1.11626368e-03  5.40416967e-03
  2.18195468e-03  9.20503458e-04  3.59073468e-03 -5.30997384e-03
 -4.13100794e-03  3.92806437e-03 -3.04219872e-03 -3.21205496e-03
  4.02607815e-03 -2.96261255e-03  7.32606160e-04  1.72114838e-03
 -2.30754819e-03 -2.22037779e-03  6.06043381e-04 -3.79860634e-03
 -3.54227563e-03 -1.07316824e-04 -4.42767236e-03 -3.78085882e-03
  3.60265141e-04  1.79136964e-03  4.18904144e-03  4.08816710e-03
 -1.54778932e-03  3.33108706e-04  1.30750326e-04  9.40553669e-04
  1.95646076e-03  2.94574536e-03  2.33763712e-03  8.91551026e-05
 -4.58739419e-03  1.24222832e-03 -7.91749801e-04 -2.44130660e-03]"
262,히트맨2,1편보다 2편이 더 재밌네요 ㅎㅎ,8,2025.01.22. 22:04,22,"[-3.3812891e-03  3.3994447e-03 -3.9792815e-03  3.8926573e-03
  1.0119568e-03 -1.2269316e-03 -7.9899793e-04  2.0244247e-03
 -3.6694957e-03  1.3118591e-03 -2.1243901e-03 -3.1364015e-03
 -8.5785345e-05  2.6264649e-03  5.3555891e-04 -4.0618883e-04
  3.1469220e-03  2.2613734e-04 -1.8140856e-03 -4.4158050e-03
  3.6254274e-03  9.9380629e-04  3.7188102e-03  3.8228058e-03
  1.9175438e-03 -1.8224294e-03 -2.9776520e-03  3.4296414e-04
 -5.0993878e-03  7.3569448e-04  6.2686321e-03  4.2038626e-04
  2.1755709e-03 -6.4689647e-03  1.8833068e-04  1.2229517e-03
  1.7302326e-04  1.2774329e-04  1.5018433e-03 -3.7458392e-03
 -1.6787997e-03 -1.6155789e-03 -5.5531845e-03  1.6059461e-03
  2.4964483e-04 -5.9688173e-04 -2.0466275e-03  3.0018759e-04
  5.3026252e-03  1.3471055e-03  9.2744135e-04 -2.5618989e-03
  6.4491626e-04 -3.4594361e-04 -3.1205826e-04 -1.3770099e-04
  8.9388748e-04 -1.0418112e-03 -4.3029441e-03  3.8199457e-03
 -4.6437839e-05  1.9835799e-03 -4.7110952e-04 -7.1725971e-04
 -1.5255327e-03  1.4813540e-03  1.1904482e-03  1.4431884e-03
  8.2215341e-04  3.2147197e-03 -7.1112969e-04 -1.6128115e-03
  9.5211528e-04  1.2036228e-04  4.4430140e-03  1.6454507e-03
  5.2790309e-04  1.5623560e-03  1.2563085e-03 -3.6529051e-03
 -4.3237908e-03 -1.1444786e-03 -7.0866116e-04  8.3248212e-04
 -5.6993458e-03 -1.4579573e-03  4.2188019e-03  2.3888604e-04
  4.3519359e-04 -9.1660110e-04  3.2566905e-03  2.3830805e-03
  1.0458379e-03 -4.9123168e-04  1.3390019e-03 -9.0034067e-04
  1.7999030e-03 -3.4809739e-03  1.8933380e-05  3.3750194e-03]"
263,히트맨2,오랜만에 가족들과 볼만한 영화라 추천합니다.ㅎㅎㅎㅎ가볍게볼만한데 너무 웃기네요,10,2025.01.22. 14:41,15,"[ 2.7088236e-04  2.3238750e-03  2.5412343e-03 -7.1187917e-04
  3.2091688e-04 -3.5455369e-03 -1.4753714e-03  3.4854761e-03
 -3.8695037e-03 -2.4067787e-03  6.8417750e-04 -1.2313613e-03
  3.7803168e-03  8.2803948e-04  3.1736002e-03 -1.3818054e-03
 -1.8136631e-04 -2.0117215e-03  1.1379794e-03 -2.8282797e-03
  5.3607777e-04  3.3163832e-04  4.0056529e-03 -7.5799826e-04
 -6.6033710e-04  2.1731446e-03 -9.5936848e-04  1.2424364e-03
 -8.3714467e-04  5.5855775e-04  3.1953233e-03  3.7816519e-04
  2.5606798e-03  7.4087066e-04  8.8213594e-04  1.7508026e-03
  1.3446980e-03 -1.8010170e-03 -3.3998236e-03 -1.2096212e-03
 -6.7356433e-04  2.3040058e-04 -1.7100162e-03 -4.0258319e-04
 -8.5132179e-04  2.3821107e-05 -6.7420001e-04  6.1211508e-04
 -2.1207200e-03 -8.8627002e-04  7.1506487e-04 -2.4829928e-03
 -3.7727004e-03 -1.0047482e-03 -8.9088106e-05 -1.8301376e-03
 -8.1840495e-04  4.5485294e-04 -1.1707045e-03 -2.6915777e-03
 -1.9456688e-03 -2.8042334e-06  2.8766838e-03  1.0688583e-03
 -3.2833202e-03  3.3980391e-03 -6.5910275e-04  5.9984706e-04
 -4.1001728e-03  2.0692076e-03 -8.6232967e-04  3.0601628e-03
  9.6003269e-04  6.0319196e-04  1.6008518e-04  1.1045146e-03
  7.2210579e-04 -8.6036749e-04 -2.1566479e-03  3.6696612e-03
 -8.9664594e-04 -1.3006008e-03 -2.1735041e-03  3.8772447e-03
 -3.8757867e-03 -3.6360027e-04  4.4614234e-04  9.0343948e-04
  2.2834495e-03  1.2558056e-03  4.0832879e-03  9.6064148e-04
 -1.6480230e-03  9.3945896e-04  2.2029395e-03 -1.9985283e-04
  1.7010246e-03 -1.1795950e-03  4.5186558e-04 -3.6615857e-03]"
